City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,richards bay,-28.783,32.0377,78.28,68,31,5.21,ZA,1703052591
289,lata,40.1629,-8.3327,49.08,86,99,2.93,PT,1703052591
290,yarmouth,41.7057,-70.2286,39.96,73,0,10.36,US,1703052591
291,vila franca do campo,37.7167,-25.4333,63.01,84,100,11.03,PT,1703052591
292,punta arenas,-53.15,-70.9167,51.91,87,0,9.22,CL,1703052591
293,vilyuysk,63.7553,121.6247,-9.0,91,100,8.01,RU,1703052591
294,inhambane,-23.865,35.3833,79.84,63,46,7.47,MZ,1703052592
295,kudahuvadhoo,2.6708,72.8944,83.07,76,100,7.09,MV,1703052592
296,thompson,55.7435,-97.8558,-19.64,99,10,2.55,CA,1703052592
297,newman,37.3138,-121.0208,59.23,93,75,4.0,US,1703052189
298,businga,3.3333,20.8833,76.42,82,100,1.74,CD,1703052592
299,aguada de pasajeros,22.385,-80.8508,63.28,82,31,4.43,CU,1703052441
300,slave lake,55.2834,-114.769,23.38,78,100,11.88,CA,1703052592
301,novyy urgal,51.0736,132.5642,-15.57,85,77,0.36,RU,1703052592
302,amos,48.5669,-78.1162,21.74,81,96,10.94,CA,1703052592
303,alapli,41.1694,31.3792,48.51,60,0,4.76,TR,1703052376
304,macapa,0.0389,-51.0664,82.38,89,75,2.3,BR,1703052527
305,diego de almagro,-26.3667,-70.05,61.63,56,0,1.5,CL,1703052592
306,sisimiut,66.9395,-53.6735,3.13,82,24,8.55,GL,1703052593
307,bamyan,34.75,67.25,32.77,38,100,2.48,AF,1703052593
308,stranraer,54.9023,-5.0273,48.81,82,85,27.22,GB,1703052593
309,ancud,-41.8697,-73.8203,54.09,75,38,4.43,CL,1703052593
310,wielki kack,54.4675,18.4881,42.53,83,20,6.91,PL,1703052593
311,skelleftea,64.7507,20.9528,30.56,74,0,11.5,SE,1703052593
312,mandal,25.45,74.5667,65.84,23,100,3.98,IN,1703052593
313,itamaraca,-7.7478,-34.8256,77.05,88,92,8.99,BR,1703052593
314,soto la marina,23.7667,-98.2167,58.77,74,74,5.91,MX,1703052593
315,cannonvale,-20.2833,148.7,81.79,69,0,11.81,AU,1703052593
316,port douglas,-16.4833,145.4667,80.29,75,70,6.6,AU,1703052593
317,koryazhma,61.3143,47.1691,31.91,85,98,11.97,RU,1703052593
318,manokwari,-0.8667,134.0833,84.02,75,99,9.62,ID,1703052594
319,taulaga,-11.0553,-171.0883,83.98,79,100,11.16,AS,1703052594
320,sandnessjoen,66.0217,12.6316,32.41,86,75,2.3,NO,1703052594
321,broken hill,-31.95,141.4333,78.01,11,0,18.52,AU,1703052458
322,kone,-21.0595,164.8658,83.64,60,8,7.58,NC,1703052594
323,yeniseysk,58.4497,92.1703,-6.09,82,30,9.71,RU,1703052594
324,rumphi,-11.0186,33.8575,83.26,48,96,4.09,MW,1703052594
325,san juan del rio,20.3833,-100.0,46.33,62,1,3.56,MX,1703052365
326,fayzabad,37.1166,70.58,47.05,55,100,3.98,AF,1703052003
327,iranshahr,27.2025,60.6848,66.54,24,0,4.61,IR,1703052594
328,touros,-5.1989,-35.4608,78.03,86,97,9.57,BR,1703052309
329,papao,-17.75,-149.55,80.28,88,100,12.48,PF,1703052594
330,zeya,53.75,127.2667,-6.52,75,91,3.76,RU,1703052594
331,kirikhan,36.4994,36.3576,44.47,93,0,4.61,TR,1703052595
332,santiago de cao,-7.9589,-79.2392,69.93,88,100,11.5,PE,1703052595
333,grand falls-windsor,48.9332,-55.6649,55.51,93,100,8.01,CA,1703052356
334,atar,20.5169,-13.0499,56.77,27,100,12.28,MR,1703052595
335,timaru,-44.4,171.25,71.08,60,73,3.0,NZ,1703052595
336,fukuecho,32.6881,128.8419,46.85,67,100,29.55,JP,1703052595
337,orchard homes,46.8633,-114.0484,35.85,88,100,3.0,US,1703052595
338,humaita,-7.5061,-63.0208,75.2,96,82,1.68,BR,1703052506
339,kashgar,39.4547,75.9797,30.36,39,93,1.45,CN,1703052595
340,katsuura,35.1333,140.3,57.22,53,99,7.4,JP,1703052595
341,krasnoyarskaya,47.6501,42.0443,39.94,96,100,13.02,RU,1703052595
342,colonia,50.9333,6.95,44.82,86,75,13.8,DE,1703052595
343,derzhavinsk,51.1,66.3167,13.75,98,86,10.8,KZ,1703052595
344,boa vista,2.8197,-60.6733,84.18,61,0,8.05,BR,1703052595
345,hilo,19.7297,-155.09,70.25,96,75,8.05,US,1703052595
346,sona,45.4388,10.8255,42.94,93,0,4.61,IT,1703052595
347,rudsar,37.1376,50.288,51.64,75,23,2.01,IR,1703052596
348,sanctuary point,-35.1114,150.629,60.75,94,100,10.45,AU,1703052596
349,higuera de zaragoza,25.95,-109.2833,69.58,50,81,2.66,MX,1703052596
350,pailin,12.849,102.6093,88.02,50,71,7.7,KH,1703052596
351,ulundi,-28.3352,31.4162,75.99,67,3,4.47,ZA,1703052596
352,barcelos,41.5388,-8.6151,48.34,95,96,7.49,PT,1703052596
353,aasiaat,68.7098,-52.8699,-1.25,95,73,8.14,GL,1703052596
354,anaconda,46.1285,-112.9423,34.79,88,87,4.94,US,1703052596
355,mata-utu,-13.2816,-176.1745,84.6,74,93,6.58,WF,1703052542
356,mocimboa,-11.3167,40.35,86.85,69,84,7.7,MZ,1703052596
357,nova sintra,14.8667,-24.7167,69.12,72,100,14.61,CV,1703052596
358,himimachi,36.85,136.9833,42.78,97,100,7.74,JP,1703052596
359,bonnyville,54.2668,-110.735,15.6,61,100,13.58,CA,1703052597
360,cuyo,10.8525,121.0086,82.04,79,49,8.77,PH,1703052597
361,hirara,24.8,125.2833,66.47,94,75,17.27,JP,1703052597
362,ouadda,8.0777,22.4007,75.22,32,91,2.93,CF,1703052597
363,verdal,63.7933,11.4817,26.64,89,90,3.69,NO,1703052597
364,shimanovsk,52.0,127.7,-8.55,74,65,6.85,RU,1703052597
365,mawlaik,23.6333,94.4167,79.66,47,12,2.3,MM,1703052597
366,mar del plata,-38.0023,-57.5575,61.09,79,100,15.01,AR,1703052325
367,yuzhno-kurilsk,44.0306,145.8556,27.37,76,85,9.28,RU,1703052597
368,smara,26.7384,-11.6719,50.68,50,0,4.83,EH,1703052597
369,bubaque,11.2833,-15.8333,75.9,38,74,21.85,GW,1703052597
370,touba,8.2833,-7.6833,62.47,25,37,3.27,CI,1703052597
371,coyhaique,-45.5752,-72.0662,53.55,71,0,3.44,CL,1703052597
372,pasni,25.2631,63.471,71.55,43,0,4.34,PK,1703052598
373,san clemente del tuyu,-36.3569,-56.7235,62.98,72,100,16.67,AR,1703052598
374,yaren,-0.5472,166.916,83.37,76,100,9.01,NR,1703052598
375,pyhajarvi,67.0701,27.2176,18.5,91,100,7.65,FI,1703052598
376,maues,-3.3836,-57.7186,74.57,99,99,3.18,BR,1703052598
377,sur,22.5667,59.5289,74.86,57,29,8.84,OM,1703052598
378,bizhbulyak,53.6967,54.2642,31.53,97,100,24.29,RU,1703052598
379,tindouf,27.6711,-8.1474,45.16,46,0,2.42,DZ,1703052598
380,rikaze,29.25,88.8833,39.49,14,0,1.66,CN,1703052598
381,roosevelt,33.9668,-103.4505,48.42,46,100,10.49,US,1703052598
382,coquimbo,-29.9533,-71.3436,59.54,80,5,3.74,CL,1703052598
383,cananeia,-25.0147,-47.9267,74.1,86,84,5.61,BR,1703052598
384,aldama,22.9167,-98.0667,60.49,73,78,2.21,MX,1703052598
385,umarga,17.8333,76.6167,77.02,32,79,8.66,IN,1703052599
386,pangai,-19.8,-174.35,79.2,87,19,22.86,TO,1703052599
387,antalaha,-14.9003,50.2788,87.19,51,4,4.18,MG,1703052599
388,dhamar,14.5427,44.4051,57.11,26,0,2.95,YE,1703052599
389,quezon,7.7303,125.0989,88.63,50,12,5.53,PH,1703052599
390,tarauaca,-8.1614,-70.7656,74.86,91,88,2.48,BR,1703052455
391,acoyapa,11.9703,-85.1711,71.83,66,51,22.73,NI,1703052599
392,mhamid,29.82,-5.72,44.98,37,0,2.19,MA,1703052599
393,polatsk,55.4859,28.7756,34.7,98,100,8.63,BY,1703052599
394,kargasok,59.0556,80.8572,12.92,94,100,6.87,RU,1703052599
395,fisterra,42.9049,-9.2629,52.02,73,87,22.3,ES,1703052599
396,mananara,-16.1667,49.7667,87.8,57,18,3.15,MG,1703052599
397,constantia,44.1833,28.65,39.7,82,0,11.7,RO,1703052599
398,port blair,11.6667,92.75,86.04,70,20,12.66,IN,1703052600
399,formosa,-26.1775,-58.1781,72.97,98,95,1.99,AR,1703052600
400,wafangdian,39.6183,122.0081,6.53,71,27,13.76,CN,1703052600
401,hafnarfjordur,64.0671,-21.9377,32.38,92,100,12.15,IS,1703052600
402,salinas,36.6777,-121.6555,60.57,85,0,10.36,US,1703052419
403,uliastay,47.7417,96.8444,-0.83,61,55,1.77,MN,1703052600
404,tromso,69.6496,18.957,30.22,93,75,6.91,NO,1703052600
405,muri,23.3667,85.8667,71.65,34,63,5.21,IN,1703052601
406,shagonar,51.5333,92.8,-19.89,84,100,0.67,RU,1703052601
407,langepas,61.2544,75.2124,4.1,97,82,7.58,RU,1703052601
408,sitia,35.2,26.0986,55.98,71,2,8.77,GR,1703052601
409,ceeldheer,3.8488,47.1806,83.59,65,92,20.89,SO,1703052601
410,coahuayana de hidalgo,18.7,-103.6583,75.09,91,41,2.55,MX,1703052603
411,simpang,-1.2667,104.0833,88.77,60,87,5.41,ID,1703052603
412,balezino,57.9796,53.0106,33.15,98,100,14.88,RU,1703052603
413,madison,34.7334,-86.5667,32.72,77,0,0.0,US,1703052318
414,mukalla,14.5425,49.1242,78.19,53,1,4.18,YE,1703052463
415,sumenep,-7.0167,113.8667,84.43,65,81,1.19,ID,1703052604
416,ta`u,-14.2336,-169.5144,82.69,81,95,8.16,AS,1703052605
417,ilion,38.0333,23.7,52.72,75,20,3.0,GR,1703052605
418,marshfield,44.6689,-90.1718,26.55,63,0,3.44,US,1703052605
419,farah,32.5,62.5,54.43,28,100,2.37,AF,1703052605
420,valparaiso,-33.0393,-71.6273,53.24,82,0,3.44,CL,1703052605
421,charleston,32.7766,-79.9309,32.23,88,0,3.44,US,1703052605
422,slobodskoy,58.7322,50.1772,33.66,86,100,13.42,RU,1703052606
423,riachao,-7.3619,-46.6172,73.6,88,100,4.14,BR,1703052606
424,usakos,-22.0,15.6,83.01,14,68,2.21,NA,1703052606
425,hammerfest,70.6634,23.6821,28.85,86,75,3.44,NO,1703052606
426,beykonak,36.3257,30.303,58.39,61,27,5.66,TR,1703052376
427,quebo,11.3333,-14.9333,67.33,17,81,7.74,GW,1703052607
428,labrador city,52.9463,-66.9114,8.51,78,20,12.66,CA,1703052607
429,isfahan,32.6572,51.6776,33.44,42,0,2.33,IR,1703052607
430,hohhot,40.8106,111.6522,-0.94,72,94,6.13,CN,1703052607
431,kayenta,36.7278,-110.2546,42.53,40,89,0.47,US,1703052607
432,sabha,27.0377,14.4283,42.6,69,36,10.4,LY,1703052607
433,hassi messaoud,31.6804,6.0729,52.59,71,73,9.55,DZ,1703052607
434,karasburg,-28.0167,18.75,72.19,31,0,2.75,NA,1703052607
435,mizdah,31.4451,12.9801,43.92,77,13,13.29,LY,1703052608
436,portland,45.5234,-122.6762,48.22,91,89,5.01,US,1703052080
437,puerto aysen,-45.4,-72.7,49.93,96,90,1.52,CL,1703052608
438,luwingu,-10.2621,29.9271,70.81,85,87,0.76,ZM,1703052608
439,lewistown,40.5992,-77.5714,29.61,84,0,0.0,US,1703052595
440,lamu,-2.2717,40.902,82.67,79,70,7.74,KE,1703052608
441,sahab,31.8721,36.005,41.63,70,9,0.0,JO,1703052608
442,harstad,68.799,16.5293,30.15,95,95,8.01,NO,1703052608
443,bafoulabe,13.8065,-10.8321,62.46,16,92,5.64,ML,1703052609
444,yanchep,-31.55,115.6833,98.02,25,96,13.65,AU,1703052609
445,carahue,-38.7,-73.1667,48.0,97,48,1.1,CL,1703052609
446,la ronge,55.1001,-105.2842,7.92,79,97,11.25,CA,1703052609
447,sao joao da barra,-21.6403,-41.0511,72.34,87,5,5.53,BR,1703052609
448,yemva,62.59,50.8594,29.35,96,100,9.75,RU,1703052609
449,pierre,44.3683,-100.351,22.12,100,0,0.0,US,1703052488
450,saint-yrieix-sur-charente,45.6833,0.1167,43.92,83,20,10.36,FR,1703052609
451,tshikapa,-6.4167,20.8,73.47,96,100,0.58,CD,1703052610
452,dapa,9.7594,126.0531,82.87,73,45,4.72,PH,1703052610
453,camocim,-2.9022,-40.8411,78.82,86,100,11.01,BR,1703052610
454,gurupi,-11.7292,-49.0686,72.23,89,78,5.88,BR,1703052610
455,goundi,9.3627,17.366,74.57,30,100,2.64,TD,1703052610
456,kabalo,-6.05,26.9167,73.54,94,100,3.62,CD,1703052610
457,chornomors'k,46.305,30.6548,45.52,88,4,14.85,UA,1703052610
458,ambon,-3.6954,128.1814,91.54,62,40,9.22,ID,1703052565
459,nambucca heads,-30.65,153.0,77.0,88,100,9.95,AU,1703052610
460,masterton,-40.9597,175.6575,65.88,56,1,4.85,NZ,1703052610
461,bambari,5.768,20.6757,80.53,43,94,1.23,CF,1703052611
462,kantunilkin,21.0917,-87.45,66.85,77,95,1.95,MX,1703052611
463,murudeshwara,14.0943,74.4845,89.92,39,96,8.16,IN,1703052611
464,cradock,-32.1642,25.6192,73.31,54,0,2.17,ZA,1703052611
465,bestobe,52.4994,73.0975,22.21,94,100,8.77,KZ,1703052611
466,kismayo,-0.3582,42.5454,83.64,74,95,15.05,SO,1703052611
467,cozumel,20.5083,-86.9458,73.94,76,89,10.02,MX,1703052611
468,jumla,29.2747,82.1838,64.89,9,51,4.92,NP,1703052611
469,vadso,70.0744,29.7487,28.56,80,75,6.91,NO,1703052611
470,nizhneudinsk,54.9076,99.0276,-6.48,80,3,7.49,RU,1703052612
471,thanh pho uong bi,21.0333,106.7833,64.38,52,100,5.21,VN,1703052576
472,lospalos,-8.5186,127.0025,79.68,83,100,4.59,TL,1703052612
473,narayangarh,30.4833,77.1333,64.6,20,15,4.38,IN,1703052612
474,akureyri,65.6835,-18.0878,22.93,74,0,0.0,IS,1703052612
475,vikindu,-7.0067,39.2985,84.78,70,85,10.69,TZ,1703052612
476,kolonia town,6.964,158.206,86.11,79,75,10.36,FM,1703052612
477,nabire,-3.3667,135.4833,85.78,67,63,5.5,ID,1703052612
478,mount pearl,47.5166,-52.7813,53.85,92,75,19.57,CA,1703052471
479,bel ombre,-4.6167,55.4167,83.05,70,69,6.29,SC,1703052613
480,erdenet,49.0333,104.0833,-10.16,81,5,3.78,MN,1703052613
481,pljevlja,43.3333,19.3333,36.88,70,66,4.32,ME,1703052613
482,chonchi,-42.6128,-73.8092,52.12,77,3,2.59,CL,1703052613
483,aldan,58.6031,125.3894,-14.31,97,100,4.14,RU,1703052613
484,el tocuyo,9.7873,-69.7937,74.1,84,87,1.25,VE,1703052613
485,quellon,-43.1167,-73.6167,51.82,75,15,3.04,CL,1703052613
486,chimoio,-19.1164,33.4833,70.56,92,97,6.73,MZ,1703052614
487,thoen,17.6129,99.2161,89.82,42,39,0.96,TH,1703052614
488,quepos,9.4236,-84.1652,76.93,77,41,6.4,CR,1703052614
489,acajutla,13.5928,-89.8275,73.17,55,15,13.2,SV,1703052415
490,roxas,11.5853,122.7511,82.15,73,80,9.62,PH,1703052614
491,timbuktu,16.7735,-3.0074,51.42,29,57,15.08,ML,1703052614
492,marandahalli,12.4,78.0,74.34,71,74,7.9,IN,1703052614
493,tokar,18.4254,37.729,80.71,61,1,8.19,SD,1703052614
494,marau,-28.4492,-52.2,67.3,96,100,5.75,BR,1703052469
495,howard springs,-12.497,131.047,88.99,84,100,8.88,AU,1703052615
496,grand island,40.925,-98.342,34.29,92,0,0.0,US,1703052615
497,an nuhud,12.7,28.4333,68.92,34,2,14.12,SD,1703052615
498,juarez,31.7333,-106.4833,57.9,36,20,3.44,MX,1703052418
499,belmonte,-15.8631,-38.8828,72.54,91,100,12.64,BR,1703052615
500,tongchuanshi,35.0806,109.0897,29.79,43,5,1.03,CN,1703052615
501,al balyana,26.2357,32.0035,61.83,37,100,2.55,EG,1703052615
502,tobruk,32.0836,23.9764,59.18,74,100,10.49,LY,1703052615
503,ixtapa,20.7,-105.2,69.19,78,12,3.04,MX,1703052615
504,conde,-7.2597,-34.9075,76.46,100,0,1.14,BR,1703052615
505,goreme,41.6412,23.0906,35.76,73,42,1.07,BG,1703052615
506,antsiranana,-12.2787,49.2917,86.92,60,50,3.78,MG,1703052616
507,kingscliff,-28.2667,153.5667,80.73,78,81,11.5,AU,1703052616
508,camana,-16.6228,-72.7111,69.06,91,98,9.62,PE,1703052616
509,brokopondo,4.75,-55.1667,79.02,84,69,8.34,SR,1703052616
510,saudarkrokur,65.7461,-19.6394,24.58,70,100,10.13,IS,1703052616
511,tchintabaraden,15.8969,5.7985,58.1,20,0,9.04,NE,1703052616
512,kittila,67.6647,24.8936,21.34,86,0,4.61,FI,1703052325
513,hendrina,-26.1588,29.7153,70.68,66,20,3.44,ZA,1703052616
514,margate,51.3813,1.3862,42.87,83,53,8.01,GB,1703052115
515,horta,38.5333,-28.6333,63.01,80,99,7.0,PT,1703052616
516,axim,4.8699,-2.2405,78.67,86,25,6.29,GH,1703052616
517,kruisfontein,-34.0033,24.7314,71.89,60,0,6.6,ZA,1703052616
518,porto torres,40.835,8.3972,37.58,83,7,6.33,IT,1703052617
519,tubarjal,30.4999,38.216,50.18,49,0,9.08,SA,1703052617
520,brigantine,39.4101,-74.3646,33.03,67,0,10.36,US,1703052617
521,chapada dos guimaraes,-15.4606,-55.7497,67.66,67,94,1.68,BR,1703052504
522,tosontsengel,48.7567,98.2839,-18.24,81,26,1.74,MN,1703052617
523,bom jesus,-9.0744,-44.3586,71.71,92,98,0.4,BR,1703052617
524,crane,31.3974,-102.3501,53.6,50,99,19.77,US,1703052514
525,mournies,35.4764,24.0092,56.82,87,20,0.0,GR,1703052618
526,barabinsk,55.3571,78.357,12.85,95,96,8.23,RU,1703052616
527,kudymkar,59.0173,54.656,29.48,95,100,11.9,RU,1703052618
528,hinis,39.3606,41.7022,25.2,71,14,1.14,TR,1703052618
529,myrhorod,49.9685,33.6089,37.71,82,96,13.11,UA,1703052618
530,la union,-5.4,-80.75,72.82,77,10,10.25,PE,1703052618
531,pimentel,-6.8367,-79.9342,70.09,88,75,12.66,PE,1703052619
532,geraldton,-28.7667,114.6,84.61,54,3,14.97,AU,1703052592
533,megion,61.0296,76.1136,12.22,97,81,8.32,RU,1703052619
534,alofi,-19.0595,-169.9187,78.64,86,6,24.38,NU,1703052619
535,xinji,37.9028,115.2036,15.55,72,3,6.78,CN,1703052619
536,sikeston,36.8767,-89.5879,35.64,80,0,0.0,US,1703052368
537,sandakan,5.8402,118.1179,83.52,81,89,4.52,MY,1703052619
538,mankera,31.3866,71.4407,69.91,19,73,3.15,PK,1703052619
539,gustavsberg,59.3268,18.3898,32.25,94,51,6.62,SE,1703052619
540,port moresby,-9.4431,147.1797,80.74,81,100,13.69,PG,1703052620
541,tabou,4.423,-7.3528,77.47,82,64,3.94,CI,1703052620
542,plasnica,41.4672,21.1231,32.52,84,72,2.84,MK,1703052620
543,kijang,35.2442,129.2139,36.21,43,9,13.71,KR,1703052620
544,chake chake,-5.2459,39.7666,84.54,73,100,9.4,TZ,1703052620
545,yanbu,24.0891,38.0637,68.04,73,20,3.44,SA,1703052620
546,akrehamn,59.2667,5.1833,41.25,70,40,24.16,NO,1703052620
547,kourou,5.1552,-52.6478,77.05,91,38,7.25,GF,1703052621
548,gaalkacyo,6.7697,47.4308,81.39,44,81,16.75,SO,1703052383
549,antofagasta,-23.65,-70.4,64.49,80,32,4.99,CL,1703052621
550,yoko,5.5333,12.3167,64.89,45,88,2.33,CM,1703052621
551,kuandian,40.7286,124.7847,1.8,67,29,7.65,CN,1703052621
552,berezovo,63.9381,65.0419,3.96,96,69,8.03,RU,1703052621
553,san martin,-33.081,-68.4681,55.94,75,52,10.6,AR,1703052621
554,bac lieu,9.285,105.7244,86.95,61,85,7.78,VN,1703052568
555,tralee,52.2704,-9.7026,50.47,90,99,18.68,IE,1703052621
556,gadarwara,22.9167,78.7833,69.49,26,93,6.35,IN,1703052622
557,sao jose da coroa grande,-8.8978,-35.1478,77.27,89,92,11.74,BR,1703052622
558,okha,53.5739,142.9478,-6.3,93,100,17.27,RU,1703052622
559,ribas do rio pardo,-20.4431,-53.7592,73.13,90,92,1.05,BR,1703052622
560,lethem,3.3803,-59.7968,81.41,64,53,10.13,GY,1703052622
561,vinton,37.281,-79.897,30.34,72,0,3.44,US,1703052622
562,santa maria da vitoria,-13.3947,-44.1886,69.67,78,77,2.06,BR,1703052622
563,don sak,9.3168,99.6918,91.15,66,80,8.9,TH,1703052623
564,kolonia,50.9333,6.95,44.82,86,75,13.8,DE,1703052613
565,port augusta,-32.5,137.7667,78.46,20,3,21.23,AU,1703052623
566,pontevedra,42.431,-8.6444,53.15,88,100,9.31,ES,1703052623
567,urangan,-25.3,152.9,84.2,68,29,5.99,AU,1703052623
568,garrucha,37.1874,-1.8349,52.52,35,2,5.88,ES,1703052623
569,daru,-9.0763,143.2092,78.46,88,100,4.0,PG,1703052619
570,southside,33.9245,-86.0225,30.06,57,35,4.7,US,1703052623
571,kill devil hills,36.0307,-75.676,42.98,64,0,12.66,US,1703052624
572,mariental,-24.6333,17.9667,82.44,11,17,12.1,NA,1703052624
573,seydi,39.4816,62.9137,38.39,39,6,7.58,TM,1703052624
574,zeliezovce,48.0508,18.6542,34.79,85,35,0.72,SK,1703052624
575,ylitornio,66.3089,23.6773,21.94,89,100,8.48,FI,1703052624
576,mangrol,21.1167,70.1167,78.44,34,100,9.98,IN,1703052624
577,kendari,-3.945,122.4989,84.2,79,59,4.63,ID,1703052624
578,laojunmiao,39.8333,97.7333,15.13,68,97,5.93,CN,1703052624
579,bumba,2.1833,22.4667,77.47,81,100,2.82,CD,1703052625
580,boguchany,58.3814,97.4531,-10.14,84,3,5.01,RU,1703052625
581,mansa konko,13.4667,-15.55,63.9,15,49,9.86,GM,1703052625
